date,open,close,diff,type,rate_change,date_str
1997-11-12,[923.7800293],[905.96002197],-17.82000732421875,regular,0.0,1997-11-12
1997-12-16,[963.39001465],[968.03997803],4.64996337890625,regular,0.0,1997-12-16
1998-02-04,[1006.],[1006.90002441],0.9000244140625,regular,0.0,1998-02-04
1998-03-31,[1093.55004883],[1101.75],8.199951171875,regular,0.0,1998-03-31
1998-05-19,[1105.81994629],[1109.52001953],3.7000732421875,regular,0.0,1998-05-19
1998-06-30,[1138.48999023],[1133.83996582],-4.6500244140625,regular,0.0,1998-06-30
1998-08-18,[1083.67004395],[1101.19995117],17.5299072265625,regular,0.0,1998-08-18
1998-09-29,[1048.68994141],[1049.02001953],0.330078125,regular,-0.25,1998-09-29
1998-11-17,[1135.86999512],[1139.31994629],3.449951171875,regular,-0.25,1998-11-17
1998-12-22,[1202.83996582],[1203.56994629],0.72998046875,regular,0.0,1998-12-22
1999-02-03,[1261.98999023],[1272.06994629],10.0799560546875,regular,0.0,1999-02-03
1999-03-30,[1310.17004395],[1300.75],-9.4200439453125,regular,0.0,1999-03-30
1999-05-18,[1339.48999023],[1333.31994629],-6.1700439453125,regular,0.0,1999-05-18
1999-06-30,[1351.44995117],[1372.70996094],21.260009765625,regular,0.25,1999-06-30
1999-08-24,[1360.2199707],[1363.5],3.280029296875,regular,0.25,1999-08-24
1999-10-05,[1304.59997559],[1301.34997559],-3.25,regular,0.0,1999-10-05
1999-11-16,[1394.39001465],[1420.06994629],25.679931640625,regular,0.25,1999-11-16
1999-12-21,[1418.08996582],[1433.43005371],15.340087890625,regular,0.0,1999-12-21
2000-02-02,[1409.2800293],[1409.11999512],-0.1600341796875,regular,0.25,2000-02-02
2000-03-21,[1456.63000488],[1493.86999512],37.239990234375,regular,0.25,2000-03-21
2000-05-16,[1452.35998535],[1466.04003906],13.6800537109375,regular,0.5,2000-05-16
2000-06-28,[1450.55004883],[1454.81994629],4.2698974609375,regular,0.0,2000-06-28
2000-08-22,[1499.47998047],[1498.13000488],-1.3499755859375,regular,0.0,2000-08-22
2000-10-03,[1436.22998047],[1426.45996094],-9.77001953125,regular,0.0,2000-10-03
2000-11-15,[1382.94995117],[1389.81005859],6.860107421875,regular,0.0,2000-11-15
2000-12-19,[1322.95996094],[1305.59997559],-17.3599853515625,regular,0.0,2000-12-19
2001-01-31,[1373.72998047],[1366.01000977],-7.719970703125,regular,-0.5,2001-01-31
2001-03-20,[1170.81005859],[1142.61999512],-28.1900634765625,regular,-0.5,2001-03-20
2001-04-18,[1191.81005859],[1238.16003418],46.3499755859375,emergency,-0.5,2001-04-18
2001-05-15,[1248.92004395],[1249.43994141],0.5198974609375,regular,-0.5,2001-05-15
2001-06-27,[1216.76000977],[1211.06994629],-5.6900634765625,regular,-0.25,2001-06-27
2001-08-21,[1171.41003418],[1157.26000977],-14.1500244140625,regular,-0.25,2001-08-21
2001-09-17,[1092.54003906],[1038.77001953],-53.77001953125,emergency,-0.5,2001-09-17
2001-10-02,[1038.55004883],[1051.32995605],12.7799072265625,regular,-0.5,2001-10-02
2001-11-06,[1102.83996582],[1118.85998535],16.02001953125,regular,-0.5,2001-11-06
2001-12-11,[1139.93005371],[1136.76000977],-3.1700439453125,regular,-0.25,2001-12-11
2002-01-30,[1100.64001465],[1113.56994629],12.929931640625,regular,0.0,2002-01-30
2002-03-19,[1165.55004883],[1170.29003906],4.739990234375,regular,0.0,2002-03-19
2002-05-07,[1052.67004395],[1049.48999023],-3.1800537109375,regular,0.0,2002-05-07
2002-06-26,[976.14001465],[973.5300293],-2.6099853515625,regular,0.0,2002-06-26
2002-08-13,[903.79998779],[884.21002197],-19.5899658203125,regular,0.0,2002-08-13
2002-09-24,[833.70001221],[819.28997803],-14.4100341796875,regular,0.0,2002-09-24
2002-11-06,[915.39001465],[923.76000977],8.3699951171875,regular,-0.5,2002-11-06
2002-12-10,[892.],[904.45001221],12.45001220703125,regular,0.0,2002-12-10
2003-01-29,[858.53997803],[864.35998535],5.82000732421875,regular,0.0,2003-01-29
2003-03-18,[862.78997803],[866.45001221],3.6600341796875,regular,0.0,2003-03-18
2003-05-06,[926.54998779],[934.39001465],7.84002685546875,regular,0.0,2003-05-06
2003-06-25,[983.45001221],[975.32000732],-8.1300048828125,regular,-0.25,2003-06-25
2003-08-12,[980.59002686],[990.34997559],9.75994873046875,regular,0.0,2003-08-12
2003-09-16,[1014.80999756],[1029.31994629],14.50994873046875,regular,0.0,2003-09-16
2003-10-28,[1031.13000488],[1046.79003906],15.6600341796875,regular,0.0,2003-10-28
2003-12-09,[1069.30004883],[1060.18005371],-9.1199951171875,regular,0.0,2003-12-09
2004-01-28,[1144.05004883],[1128.47998047],-15.570068359375,regular,0.0,2004-01-28
2004-03-16,[1104.48999023],[1110.69995117],6.2099609375,regular,0.0,2004-03-16
2004-05-04,[1117.48999023],[1119.55004883],2.06005859375,regular,0.0,2004-05-04
2004-06-30,[1136.19995117],[1140.83996582],4.6400146484375,regular,0.25,2004-06-30
2004-08-10,[1065.2199707],[1079.04003906],13.820068359375,regular,0.25,2004-08-10
2004-09-21,[1122.19995117],[1129.30004883],7.10009765625,regular,0.25,2004-09-21
2004-11-10,[1164.07995605],[1162.91003418],-1.169921875,regular,0.25,2004-11-10
2004-12-14,[1198.68005371],[1203.38000488],4.699951171875,regular,0.25,2004-12-14
2005-02-02,[1189.41003418],[1193.18994141],3.7799072265625,regular,0.25,2005-02-02
2005-03-22,[1183.7800293],[1171.70996094],-12.070068359375,regular,0.25,2005-03-22
2005-05-03,[1162.16003418],[1161.17004395],-0.989990234375,regular,0.25,2005-05-03
2005-06-30,[1199.84997559],[1191.32995605],-8.52001953125,regular,0.25,2005-06-30
2005-08-09,[1223.13000488],[1231.38000488],8.25,regular,0.25,2005-08-09
2005-09-20,[1231.02001953],[1221.33996582],-9.6800537109375,regular,0.25,2005-09-20
2005-11-01,[1207.01000977],[1202.76000977],-4.25,regular,0.25,2005-11-01
2005-12-13,[1260.43005371],[1267.43005371],7.0,regular,0.25,2005-12-13
2006-01-31,[1285.19995117],[1280.07995605],-5.1199951171875,regular,0.25,2006-01-31
2006-03-28,[1301.60998535],[1293.22998047],-8.3800048828125,regular,0.25,2006-03-28
2006-05-10,[1324.56994629],[1322.84997559],-1.719970703125,regular,0.25,2006-05-10
2006-06-29,[1245.93994141],[1272.86999512],26.9300537109375,regular,0.25,2006-06-29
2006-08-08,[1275.67004395],[1271.47998047],-4.1900634765625,regular,0.0,2006-08-08
2006-09-20,[1318.2800293],[1325.18005371],6.9000244140625,regular,0.0,2006-09-20
2006-10-25,[1377.35998535],[1382.2199707],4.8599853515625,regular,0.0,2006-10-25
2006-12-12,[1413.],[1411.56005859],-1.43994140625,regular,0.0,2006-12-12
2007-01-31,[1428.65002441],[1438.23999023],9.5899658203125,regular,0.0,2007-01-31
2007-03-21,[1410.92004395],[1435.04003906],24.1199951171875,regular,0.0,2007-03-21
2007-05-09,[1507.31994629],[1512.57995605],5.260009765625,regular,0.0,2007-05-09
2007-06-28,[1506.31994629],[1505.70996094],-0.6099853515625,regular,0.0,2007-06-28
2007-08-07,[1467.61999512],[1476.70996094],9.0899658203125,regular,0.0,2007-08-07
2007-08-17,[1411.26000977],[1445.93994141],34.679931640625,emergency,-0.5,2007-08-17
2007-09-18,[1476.63000488],[1519.7800293],43.1500244140625,regular,-0.5,2007-09-18
2007-10-31,[1532.15002441],[1549.38000488],17.22998046875,regular,-0.25,2007-10-31
2007-12-11,[1516.68005371],[1477.65002441],-39.030029296875,regular,-0.25,2007-12-11
2008-01-22,[1312.93994141],[1310.5],-2.43994140625,emergency,-0.75,2008-01-22
2008-01-30,[1362.2199707],[1355.81005859],-6.409912109375,regular,-0.5,2008-01-30
2008-03-18,[1277.16003418],[1330.73999023],53.5799560546875,regular,-0.75,2008-03-18
2008-04-30,[1391.2199707],[1385.58996582],-5.6300048828125,regular,-0.25,2008-04-30
2008-06-25,[1314.54003906],[1321.9699707],7.429931640625,regular,0.0,2008-06-25
2008-08-05,[1254.86999512],[1284.88000488],30.010009765625,regular,0.0,2008-08-05
2008-09-16,[1188.31005859],[1213.59997559],25.2899169921875,regular,0.0,2008-09-16
2008-10-08,[988.90997314],[984.94000244],-3.969970703125,emergency,-0.5,2008-10-08
2008-10-29,[939.51000977],[930.09002686],-9.41998291015625,regular,-0.5,2008-10-29
2008-12-16,[871.5300293],[913.17999268],41.64996337890625,regular,-0.75,2008-12-16
2009-01-28,[845.72998047],[874.09002686],28.36004638671875,regular,0.0,2009-01-28
2009-03-18,[776.01000977],[794.34997559],18.3399658203125,regular,0.0,2009-03-18
2009-04-29,[856.84997559],[873.64001465],16.7900390625,regular,0.0,2009-04-29
2009-06-24,[896.30999756],[900.94000244],4.6300048828125,regular,0.0,2009-06-24
2009-08-12,[994.],[1005.80999756],11.80999755859375,regular,0.0,2009-08-12
2009-09-23,[1072.68994141],[1060.86999512],-11.8199462890625,regular,0.0,2009-09-23
2009-11-04,[1047.14001465],[1046.5],-0.6400146484375,regular,0.0,2009-11-04
2009-12-16,[1108.60998535],[1109.18005371],0.570068359375,regular,0.0,2009-12-16
2010-01-27,[1091.93994141],[1097.5],5.56005859375,regular,0.0,2010-01-27
2010-03-16,[1150.82995605],[1159.45996094],8.6300048828125,regular,0.0,2010-03-16
2010-04-28,[1184.58996582],[1191.35998535],6.77001953125,regular,0.0,2010-04-28
2010-06-23,[1095.56994629],[1092.04003906],-3.5299072265625,regular,0.0,2010-06-23
2010-08-10,[1122.92004395],[1121.06005859],-1.8599853515625,regular,0.0,2010-08-10
2010-09-21,[1142.81994629],[1139.7800293],-3.0399169921875,regular,0.0,2010-09-21
2010-11-03,[1193.79003906],[1197.95996094],4.169921875,regular,0.0,2010-11-03
2010-12-14,[1241.83996582],[1241.58996582],-0.25,regular,0.0,2010-12-14
2011-01-26,[1291.9699707],[1296.63000488],4.6600341796875,regular,0.0,2011-01-26
2011-03-15,[1288.45996094],[1281.86999512],-6.5899658203125,regular,0.0,2011-03-15
2011-04-27,[1348.43005371],[1355.66003418],7.22998046875,regular,0.0,2011-04-27
2011-06-22,[1295.47998047],[1287.14001465],-8.3399658203125,regular,0.0,2011-06-22
2011-08-09,[1120.22998047],[1172.5300293],52.300048828125,regular,0.0,2011-08-09
2011-09-21,[1203.63000488],[1166.76000977],-36.8699951171875,regular,0.0,2011-09-21
2011-11-02,[1219.61999512],[1237.90002441],18.280029296875,regular,0.0,2011-11-02
2011-12-13,[1236.82995605],[1225.72998047],-11.0999755859375,regular,0.0,2011-12-13
2012-01-25,[1314.40002441],[1326.06005859],11.6600341796875,regular,0.0,2012-01-25
2012-03-13,[1371.92004395],[1395.94995117],24.0299072265625,regular,0.0,2012-03-13
2012-04-25,[1372.10998535],[1390.68994141],18.5799560546875,regular,0.0,2012-04-25
2012-06-20,[1358.04003906],[1355.68994141],-2.35009765625,regular,0.0,2012-06-20
2012-08-01,[1379.31994629],[1375.31994629],-4.0,regular,0.0,2012-08-01
2012-09-13,[1436.56005859],[1459.98999023],23.429931640625,regular,0.0,2012-09-13
2012-10-24,[1413.19995117],[1408.75],-4.449951171875,regular,0.0,2012-10-24
2012-12-12,[1427.83996582],[1428.47998047],0.6400146484375,regular,0.0,2012-12-12
2013-01-30,[1507.83996582],[1501.95996094],-5.8800048828125,regular,0.0,2013-01-30
2013-03-20,[1548.33996582],[1558.70996094],10.3699951171875,regular,0.0,2013-03-20
2013-05-01,[1597.55004883],[1582.69995117],-14.85009765625,regular,0.0,2013-05-01
2013-06-19,[1651.82995605],[1628.93005371],-22.89990234375,regular,0.0,2013-06-19
2013-07-31,[1687.76000977],[1685.72998047],-2.030029296875,regular,0.0,2013-07-31
2013-09-18,[1705.73999023],[1725.52001953],19.780029296875,regular,0.0,2013-09-18
2013-10-30,[1772.27001953],[1763.31005859],-8.9599609375,regular,0.0,2013-10-30
2013-12-18,[1781.45996094],[1810.65002441],29.1900634765625,regular,0.0,2013-12-18
2014-01-29,[1790.15002441],[1774.19995117],-15.9500732421875,regular,0.0,2014-01-29
2014-03-19,[1872.25],[1860.77001953],-11.47998046875,regular,0.0,2014-03-19
2014-04-30,[1877.09997559],[1883.94995117],6.8499755859375,regular,0.0,2014-04-30
2014-06-18,[1942.72998047],[1956.97998047],14.25,regular,0.0,2014-06-18
2014-07-30,[1973.20996094],[1970.06994629],-3.1400146484375,regular,0.0,2014-07-30
2014-09-17,[1999.30004883],[2001.56994629],2.2698974609375,regular,0.0,2014-09-17
2014-10-29,[1983.29003906],[1982.30004883],-0.989990234375,regular,0.0,2014-10-29
2014-12-17,[1973.77001953],[2012.89001465],39.1199951171875,regular,0.0,2014-12-17
2015-01-28,[2032.33996582],[2002.16003418],-30.179931640625,regular,0.0,2015-01-28
2015-03-18,[2072.84008789],[2099.5],26.659912109375,regular,0.0,2015-03-18
2015-04-29,[2112.48999023],[2106.85009766],-5.639892578125,regular,0.0,2015-04-29
2015-06-17,[2097.39990234],[2100.43994141],3.0400390625,regular,0.0,2015-06-17
2015-07-29,[2094.69995117],[2108.57006836],13.8701171875,regular,0.0,2015-07-29
2015-09-17,[1995.32995605],[1990.19995117],-5.1300048828125,regular,0.0,2015-09-17
2015-10-28,[2066.47998047],[2090.35009766],23.8701171875,regular,0.0,2015-10-28
2015-12-16,[2046.5],[2073.07006836],26.570068359375,regular,0.25,2015-12-16
2016-01-27,[1902.52001953],[1882.94995117],-19.570068359375,regular,0.0,2016-01-27
2016-03-16,[2014.23999023],[2027.2199707],12.97998046875,regular,0.0,2016-03-16
2016-04-27,[2092.33007812],[2095.14990234],2.81982421875,regular,0.0,2016-04-27
2016-06-15,[2077.60009766],[2071.5],-6.10009765625,regular,0.0,2016-06-15
2016-07-27,[2169.81005859],[2166.58007812],-3.22998046875,regular,0.0,2016-07-27
2016-09-21,[2144.58007812],[2163.12011719],18.5400390625,regular,0.0,2016-09-21
2016-11-02,[2109.42993164],[2097.93994141],-11.489990234375,regular,0.0,2016-11-02
2016-12-14,[2268.35009766],[2253.2800293],-15.070068359375,regular,0.25,2016-12-14
2017-02-01,[2285.59008789],[2279.55004883],-6.0400390625,regular,0.0,2017-02-01
2017-03-15,[2370.34008789],[2385.26000977],14.919921875,regular,0.25,2017-03-15
2017-05-03,[2386.5],[2388.12988281],1.6298828125,regular,0.0,2017-05-03
2017-06-14,[2443.75],[2437.91992188],-5.830078125,regular,0.25,2017-06-14
2017-07-26,[2479.9699707],[2477.83007812],-2.139892578125,regular,0.0,2017-07-26
2017-09-20,[2506.84008789],[2508.23999023],1.39990234375,regular,0.0,2017-09-20
2017-11-01,[2583.20996094],[2579.36010742],-3.849853515625,regular,0.0,2017-11-01
2017-12-13,[2667.59008789],[2662.85009766],-4.739990234375,regular,0.25,2017-12-13
2018-01-31,[2832.40991211],[2823.81005859],-8.599853515625,regular,0.0,2018-01-31
2018-03-21,[2714.98999023],[2711.92993164],-3.06005859375,regular,0.25,2018-03-21
2018-05-02,[2654.23999023],[2635.66992188],-18.570068359375,regular,0.0,2018-05-02
2018-06-13,[2787.93994141],[2775.62988281],-12.31005859375,regular,0.25,2018-06-13
2018-08-01,[2821.16992188],[2813.36010742],-7.809814453125,regular,0.0,2018-08-01
2018-09-26,[2916.97998047],[2905.9699707],-11.010009765625,regular,0.25,2018-09-26
2018-11-08,[2806.37988281],[2806.83007812],0.4501953125,regular,0.0,2018-11-08
2018-12-19,[2547.05004883],[2506.95996094],-40.090087890625,regular,0.25,2018-12-19
2019-01-30,[2653.62011719],[2681.05004883],27.429931640625,regular,0.0,2019-01-30
2019-03-20,[2831.34008789],[2824.22998047],-7.110107421875,regular,0.0,2019-03-20
2019-05-01,[2952.33007812],[2923.72998047],-28.60009765625,regular,0.0,2019-05-01
2019-06-19,[2920.55004883],[2926.45996094],5.909912109375,regular,0.0,2019-06-19
2019-07-31,[3016.2199707],[2980.37988281],-35.840087890625,regular,-0.25,2019-07-31
2019-09-18,[3001.5],[3006.72998047],5.22998046875,regular,-0.25,2019-09-18
2019-10-30,[3039.73999023],[3046.77001953],7.030029296875,regular,-0.25,2019-10-30
2019-12-11,[3135.75],[3141.62988281],5.8798828125,regular,0.0,2019-12-11
2020-01-29,[3289.45996094],[3273.39990234],-16.06005859375,regular,0.0,2020-01-29
2020-03-03,[3096.45996094],[3003.37011719],-93.08984375,emergency,-0.5,2020-03-03
2020-03-23,[2290.70996094],[2237.39990234],-53.31005859375,emergency,0.0,2020-03-23
2020-04-29,[2918.45996094],[2939.51000977],21.050048828125,regular,0.0,2020-04-29
2020-06-10,[3213.41992188],[3190.13989258],-23.280029296875,regular,0.0,2020-06-10
2020-07-29,[3227.2199707],[3258.43994141],31.219970703125,regular,0.0,2020-07-29
2020-09-16,[3411.22998047],[3385.48999023],-25.739990234375,regular,0.0,2020-09-16
2020-11-05,[3485.73999023],[3510.44995117],24.7099609375,regular,0.0,2020-11-05
2020-12-16,[3696.25],[3701.16992188],4.919921875,regular,0.0,2020-12-16
2021-01-27,[3836.83007812],[3750.77001953],-86.06005859375,regular,0.0,2021-01-27
2021-03-17,[3949.57006836],[3974.12011719],24.550048828125,regular,0.0,2021-03-17
2021-04-28,[4185.14013672],[4183.18017578],-1.9599609375,regular,0.0,2021-04-28
2021-06-16,[4248.87011719],[4223.70019531],-25.169921875,regular,0.0,2021-06-16
2021-07-28,[4402.95019531],[4400.64013672],-2.31005859375,regular,0.0,2021-07-28
2021-09-22,[4367.43017578],[4395.64013672],28.2099609375,regular,0.0,2021-09-22
2021-11-03,[4630.64990234],[4660.56982422],29.919921875,regular,0.0,2021-11-03
2021-12-15,[4636.45996094],[4709.85009766],73.39013671875,regular,0.0,2021-12-15
2022-01-26,[4408.43017578],[4349.93017578],-58.5,regular,0.0,2022-01-26
2022-03-16,[4288.14013672],[4357.85986328],69.7197265625,regular,0.25,2022-03-16
2022-05-04,[4181.18017578],[4300.16992188],118.98974609375,regular,0.5,2022-05-04
2022-06-15,[3764.05004883],[3789.98999023],25.93994140625,regular,0.75,2022-06-15
2022-07-27,[3951.42993164],[4023.61010742],72.18017578125,regular,0.75,2022-07-27
2022-09-21,[3871.39990234],[3789.92993164],-81.469970703125,regular,0.75,2022-09-21
2022-11-02,[3852.89990234],[3759.68994141],-93.2099609375,regular,0.75,2022-11-02
2022-12-14,[4015.54003906],[3995.32006836],-20.219970703125,regular,0.5,2022-12-14
2023-02-01,[4070.07006836],[4119.20996094],49.139892578125,regular,0.25,2023-02-01
2023-03-22,[4002.04003906],[3936.9699707],-65.070068359375,regular,0.25,2023-03-22
2023-05-03,[4122.25],[4090.75],-31.5,regular,0.25,2023-05-03
2023-06-14,[4366.29003906],[4372.58984375],6.2998046875,regular,0.0,2023-06-14
2023-07-26,[4558.95996094],[4566.75],7.7900390625,regular,0.25,2023-07-26
2023-09-20,[4452.81005859],[4402.20019531],-50.60986328125,regular,0.0,2023-09-20
2023-11-01,[4201.27001953],[4237.85986328],36.58984375,regular,0.0,2023-11-01
2023-12-13,[4646.20019531],[4707.08984375],60.8896484375,regular,0.0,2023-12-13
2024-01-31,[4899.18994141],[4845.64990234],-53.5400390625,regular,0.0,2024-01-31
2024-03-20,[5181.68994141],[5224.62011719],42.93017578125,regular,0.0,2024-03-20
2024-05-01,[5029.02978516],[5018.39013672],-10.6396484375,regular,0.0,2024-05-01
2024-06-12,[5409.12988281],[5421.02978516],11.89990234375,regular,0.0,2024-06-12
2024-07-31,[5505.58984375],[5522.29980469],16.7099609375,regular,0.0,2024-07-31
2024-09-18,[5641.68017578],[5618.25976562],-23.42041015625,regular,0.0,2024-09-18
2024-11-07,[5947.20996094],[5973.10009766],25.89013671875,regular,0.0,2024-11-07
2024-12-18,[6047.64990234],[5872.16015625],-175.48974609375,regular,0.0,2024-12-18
2025-01-29,[6057.70019531],[6039.31005859],-18.39013671875,regular,0.0,2025-01-29
2025-03-19,[5632.37011719],[5675.29003906],42.919921875,regular,0.0,2025-03-19
2025-05-07,[5614.18017578],[5631.27978516],17.099609375,regular,0.0,2025-05-07
2025-06-18,[5987.93017578],[5980.87011719],-7.06005859375,regular,0.0,2025-06-18
2025-07-30,[6381.22998047],[6362.89990234],-18.330078125,regular,0.0,2025-07-30
